Word|Kimchi Rank|TOPIK POS|TOPIK Definition|TOPIK Level|Yonsei Book
고려하다1|1401|동|考慮-|B|
관광지|5095|명|觀光地|B|2-1.csv
준비되다|1205|동|準備-|B|
농촌|11330|명|農村|B|
주차하다1|7836|동|駐車-|B|2-1.csv
장비7|1210|명|裝備|C|
벌어지다2||동|싸움이 ~|B|
록|5192||||2-1.csv
처리하다|1211||||
고치다1|1456|동||B|2-1.csv
홍대|6159||||2-1.csv
장점2|1212|명|長點|B|3-1.csv
그림자|1337|명||B|
연말2|3837|명|年末|B|2-1.csv
치즈|1213|명|cheese|B|
다하다|2377|동||B|
환전|23902||||2-1.csv
평범하다|1214|형|平凡-|B|3-1.csv
마침내|1638|부||B|
유물4|4691|명|遺物|C|2-1.csv
참가하다1|1215|동|參加-|B|
커지다|1727|동||B|
끼다2|2563|동|구름이 ~|B|2-1.csv
불가능하다|1216|형|不可能-|B|
한쪽|58314|명||B|
부치다2|7657|동|편지를 ~|B|2-1.csv
행복2|1218|명|幸福|B|
검사3||명|檢査|B|
화려하다|1380|형|華麗-|B|2-1.csv
발언|1219||||
맡기다|1649|동||B|
집들이|25157||||2-1.csv
상2|1220|명|上|C|
소문2|1381|명|所聞|B|
안개|2131|명||C|2-1.csv
저번2|1221|명|這番|B|
군대3|17533|명|軍隊|B|
소포1|12563|명|小包|B|2-1.csv
의아하다|1225||||
그만큼|12882|부||B|
번호표|18215||||2-1.csv
가득하다1|1226|형||B|3-1.csv
무어1|7347|대||B|
외숙모|21505||||2-1.csv
믿음|1227|명||B|
폭6|2269|명|幅|B|
신용카드|||||2-1.csv
남1|1228|명||C|
내밀다|1460|동||B|
센터2|1942|명|center|B|2-1.csv
반면2|1229|명|反面|C|
맞다3||동|매를 ~|B|
연극|2821|명|演劇|C|2-1.csv
펼쳐지다|1230|동||B|
임신2|6056|명|妊娠|B|
동전5|4177|명|銅錢|B|2-1.csv
대형4|1231|명|大型|C|
그램|20194|의|gram|B|
광장2|2941|명|廣場|C|2-1.csv
맞히다|1232||||
밭1|4831|명||B|
화분1|5926|명|花盆|B|2-1.csv
눈빛1|1234|명|~이 매섭다|B|
분석하다2|1351|동|分析-|B|
공과금|23509||||2-1.csv
공격하다|1237|동|攻擊-|C|
식구1|1748|명|食口|B|
부럽다|1815|형||B|2-1.csv
아이템|1238||||
울리다1|2962|동|종이 ~|B|3-1.csv
주유소|5920||||2-1.csv
답답하다|1239|형||B|
글자|2066|명|-字|B|
방송국|3863|명|放送局|B|2-1.csv
앱|1241||||3-1.csv
연구하다2|2332|동|硏究-|B|
귀걸이|6547||||2-1.csv
헤어지다|1244|동||B|
부동산|3717|명|不動産|B|
이삿짐센터|31114||||2-1.csv
의식3|1245|명|意識|C|
조상7||명|祖上|B|
두통약|29218||||2-1.csv
안타깝다|1247|형||B|
검다2|7886|형|색깔이 ~|B|
저금|24220||||2-1.csv
아가씨|1248|명||B|
따다1|8023|동|떼다|B|
욕실|4124|명|浴室|B|2-1.csv
차원|1249||||
문제점|3907|명|問題點|B|
긋다1|6374|동|금을 ~|C|2-1.csv
참석하다|1250|동|參席-|B|
인제1|3003|부||B|
열흘|4030|명||B|2-1.csv
자막|1251||||
미술|7788|명|美術|B|
햇빛|2168|명||B|2-1.csv
도망가다|1252|동|逃亡-|B|
한참|57164|명||B|
익숙하다|1478|형||B|2-1.csv
돌아다니다|1253|동||C|3-1.csv
담기다1|1691|동|담다|B|
출근하다|2288|동|出勤-|B|2-1.csv
실패하다1|1255|동|失敗-|B|
서두르다|3961|동||B|
낚시하다|8545||||2-1.csv
이러다|1256|동||C|
기쁨|6796|명||B|
집안일|6821|명||C|2-1.csv
내려놓다|1257|동||B|
깊이2||부||B|
보험|2856|명|保險|B|2-1.csv
도망치다|1258|동|逃亡-|C|
꾸미다|2505|동||B|
특별히|1724|부|特別-|B|2-1.csv
소원4|1260|명|所願|C|
늘리다|2944|동||B|
소고기|29588||||2-1.csv
운명1|1261|명|運命|C|
이용1|2587|명|利用|B|
환기|7442||||2-1.csv
차라리|1264|부||C|
지르다3|1387|동|소리를 ~|B|
룸메이트|10155||||2-1.csv
공개되다|1266||||
걸음|8619|명||B|
여행지|5552||||2-1.csv
익살스럽다|1267||||
겨우|56704|부||B|3-1.csv
간1|1445|명|음식의 ~을 보다|C|2-1.csv
언론|1268|명|言論|C|
비교적|2748|부|比較的|B|
매장6|1847|명|賣場|C|2-1.csv
성6|1270|명|姓|B|
늙다|1867|동||B|
발로|44546||||2-1.csv
어젯밤|1271|명||B|
상상7|1372|명|想像|B|
비비다|3410|동||C|2-1.csv
이동하다|1272|동|移動-|C|
뜨다5||동|눈을 ~|B|
국어국문학|||||2-1.csv
요청하다|1273|동|要請-|C|
스타|1333|명|star|B|
구경거리|||||2-1.csv
삶|1274|명||C|
입술|1366|명||B|
안전선|49838||||2-1.csv
포함되다1|1275|동|包含-|B|
몹시|2805|부||B|
책장|4839||||2-1.csv
연애5|1276|명|戀愛|C|
넘어서다|3467|동||B|
꽃바구니|26299||||2-1.csv
쓰러지다|1277|동||C|3-1.csv
언젠가|7423|부||B|
승강장|9604||||2-1.csv
찾아내다|1279|동||B|
예술가|5097|명|藝術家|B|
교환1|9170|명|交換|B|2-1.csv
마무리|1280|명||C|
한두||관||B|
몸이|||||2-1.csv
뉴욕|1283|고|New York|B|
흙1|2065|명||B|
영상1|68882|명|映像|C|2-1.csv
기억나다|1284|동|記憶-|B|
가난하다|1910|형||B|
식초|5194|명|食醋|B|2-1.csv
프로젝트|1286||||
고객4|1541|명|顧客|B|3-1.csv
벽시계|20393||||2-1.csv
날리다2|1289|동|'날다'의 사동사|C|3-1.csv
과학자|2222|명|科學者|B|
녹음하다|3745|동|錄音-|B|2-1.csv
훈련|1290|명|訓鍊|C|
수술5|1757|명|手術|B|
양파|2153|명|洋-|B|2-1.csv
내9|1291|의|內|C|
식품1|3293|명|食品|B|
고추장|3768|명|-醬|B|2-1.csv
문장2|1293|명|文章|B|
연기10||명|演技|B|
좌회전하다|20553||||2-1.csv
시각3|1294|명|時刻|C|
회원|2574|명|會員|B|3-1.csv
푹1|1553|부||B|2-1.csv
주식3|1296|명|株式|C|
들려오다|1533|동||B|
샤부샤부|23446||||2-1.csv
편안하다1|1297|형|便安-|B|
조금씩|17146|부||B|
설거지하다|12383||||2-1.csv
본격적|1298|명|本格的|C|
풀리다|3723|동||B|3-1.csv
냄비|3531|명||B|2-1.csv
귀신1|1299|명|鬼神|C|
들여다보다|1527|동||B|
현금4|1967|명|現金|B|2-1.csv
갈등|1301|명|葛藤|C|
마늘|1803|명||B|
뒤풀이|16712||||2-1.csv
이스라엘|1302||||
가꾸다|6054|동||B|3-1.csv
우편번호|||||2-1.csv
신나다|1303||||3-1.csv
맨1|13378|관||B|
등록1|3470|명|登錄|B|2-1.csv
눈앞|1304|명||B|
집다1|5504|동||B|
미용실|5224|명|美容室|C|2-1.csv
파악하다|1305|동|把握-|C|
군4|1620|의|君|B|
결제하다|6555||||2-1.csv
무너지다|1306|동||C|
대표적|1438|명|代表的|B|3-1.csv
팀장|2069||||2-1.csv
넘치다|1309|동||B|
만일1||명|萬一|B|
서재|42978||||2-1.csv
투표1|1311|명|投票|C|
사회적|1365|명|社會的|B|
팬1|1375|명|애호가|B|2-1.csv
섞이다|1312|동||B|
생겨나다|3044|동||B|
평일|6826|명|平日|B|2-1.csv
끔찍하다|1313||||
주부3|10271|명|主婦|B|
섭섭하다1|4424|형||C|2-1.csv
스토리|1314||||
태양2|1720|명|太陽|B|
일정3|68836|명|日程|B|2-1.csv
따라가다|1315|동||B|
틀림없다|2926|형||B|
벨|6643||||2-1.csv
언어1|1316|명|言語|C|
프로3|2378|명|professional|B|
보라색|3517|명|-色|C|2-1.csv
감염|1317||||
도로7||명|道路|B|
설렁탕|11542|명|-湯|B|2-1.csv
후보자|1318||||
지다5||동|등에 ~|B|
토마토|2397|명|tomato|B|2-1.csv
동작3|1319|명|動作|C|
부족5||명|部族|B|
검색하다|2498||||2-1.csv
공개2|1320|명|公開|C|
총장1|1683|명|總長|B|
배편|23542||||2-1.csv
여부|1322||||
단순히|1875|부|單純-|B|
명절1|4682|명|名節|B|2-1.csv
둘러보다|1323|동||B|
달려가다|1829|동||B|
출국하다|8345||||2-1.csv
갚다|1324|동||C|3-1.csv
방문3||명|訪問|B|
리포터|13125||||2-1.csv
근육|1326|명|筋肉|C|
불만|7785|명|不滿|B|
포스터1|3741|명|poster|B|2-1.csv
절차2|1327|명|節次|C|
종9|1614|명|種|B|
차다1|1637|동|가득 ~|C|2-1.csv
전체적|1328|명|全體的|B|
관객|1540|명|觀客|B|
메다2|9834|동|총을 ~|B|2-1.csv
추가2|1331|명|追加|C|
밀리미터|24843|의|millimeter|B|
식료품|10416|명|食料品|C|2-1.csv
얼음1|1336|명||B|
열7||명|熱|B|
장갑1|2812|명|掌匣|B|2-1.csv
뛰어나다|1339|형||C|3-1.csv
계산1|2598|명|計算|B|
올려놓다|2439|동||B|2-1.csv
많아지다|1340|동||B|
저5||감||B|
연락처|3777|명|連絡處|B|2-1.csv
출신|1341|명|出身|C|
전기15||명|電氣|B|
몸무게|3716|명||B|2-1.csv
예상하다|1343|동|豫想-|C|
틀리다1|5599|동|답이 ~|B|
아랫사람|16648|명||C|2-1.csv
승리|1344|명|勝利|C|
딱3||부|바라진 모양|B|
삼거리|||||2-1.csv
우크라이나|1347||||
부족1|2121|명|不足|B|3-1.csv
파1|10644|명|식물|B|2-1.csv
소개2|1349|명|紹介|B|
토론1|2862|명|討論|B|
남이섬|||||2-1.csv
깊이1|1350|명||B|
고급2|2745|명|高級|B|
선풍기|5347|명|扇風機|B|2-1.csv
선14|1352|명|線|C|
고생|1618|명|苦生|B|
교통편|22591||||2-1.csv
전략|1355||||
이뤄지다|1599|동||B|
답장|4667|명|答狀|B|2-1.csv
성적1|1358|명|性的|C|3-1.csv
정상11||명|頂上|B|
조끼|||||2-1.csv
직전2|1359|명|直前|C|
굵다|3349|형||B|
숙박하다|17850||||2-1.csv
계단4|1360|명|階段|B|
깨끗이|3880|부||B|
캠핑장|||||2-1.csv
출시|1361||||
낡다1|6084|형||B|
부케|18029||||2-1.csv
붙잡다|1362|동||C|
붉다1|5211|형||B|
씹다1|1958|동||B|2-1.csv
탁1|1363|부||C|
아무래도|74494|부||B|
동영상|1710||||2-1.csv
전달하다2|1364|동|傳達-|B|
연구소|3544|명|硏究所|B|
어리다1|8705|동|눈물이 ~|B|2-1.csv
거치다1|1368|동||C|
이사14|54640|명|移徙|B|3-1.csv
대학원|6669|명|大學院|B|2-1.csv
도전하다|1369||||3-1.csv
들르다|5061|동||B|3-1.csv
이틀1|2983|명|시간|B|2-1.csv
치르다|1370|동||C|
이하2|84471|명|以下|B|
먼지1|28350|명||B|2-1.csv
테스트|1371|명|test|B|
해결2|1778|명|解決|B|
친분|7917||||3-1.csv
옅다|1373||||
근로자|4000|명|勤勞者|B|
거절하다1|2157|동|拒絶-|C|3-1.csv
결론2|1374|명|結論|C|
글쎄1|1590|감||B|
좌석|2555|명|座席|B|3-1.csv
가짜|1376|명|假-|B|
변화하다|4799|동|變化-|B|
하긴||부||C|3-1.csv
실험|1377|명|實驗|C|
결정되다1|2485|동|決定-|B|
아침저녁|14674||||3-1.csv
연속2|1378|명|連續|C|
불안1|2085|명|不安|B|
쫓기다|8593|동||C|3-1.csv
솔직하다|1382|형|率直-|B|3-1.csv
여유|1562|명|餘裕|B|3-1.csv
엑스레이|11180||||3-1.csv
흔적|1383|명|痕跡|C|
킬로미터|5167|의|kilometer|B|
야식|7530||||3-1.csv
범행|1384||||
파도|2469|명|波濤|B|
십중팔구|20907||||3-1.csv
주문하다1|1385|동|注文-|B|
단9||관|單|B|
기운1|1717|명||B|3-1.csv
웃기다|1386|동||B|3-1.csv
예금1|8365|명|預金|B|
깨지다|3959|동|깨어지다|B|3-1.csv
입구2|1389|명|入口|B|
입학|4516|명|入學|B|3-1.csv
생활비|5708|명|生活費|C|3-1.csv
바이러스|1390|명|virus|C|
물다2|7379|동|담배를 ~|B|
녹다1|1837|동||C|3-1.csv
숙|1391||||
어느새|1959|부||B|
낯설다|4134|형||B|3-1.csv
신호1|1392|명|信號|B|
초7||의|秒|B|
휠체어|5340||||3-1.csv
요소|1394||||
반대하다1|1561|동|反對-|B|
구인|||||3-1.csv
진실2|1395|명|眞實|C|
아이고||감||B|
이력서|12709|명|履歷書|C|3-1.csv
수학3|1398|명|修學|B|
가스|3326|명|gas|B|
어지럽다|3320|형||C|3-1.csv
취향1|1399|명|趣向|C|
먹이다|4649|동||B|
캠퍼스|8088|명|campus|B|3-1.csv
답하다|1400|동|答-|B|
무시하다|1632|동|無視-|B|
굉장하다|1858|형|宏壯-|C|3-1.csv
비판1|1402|명|批判|C|
차갑다|1905|형||B|
취업|2965|명|就業|C|3-1.csv
아뇨1|1403|감||B|
관찰하다|2185|동|觀察-|B|
화면5|5596|명|畵面|C|3-1.csv
정치적|1404|명|政治的|B|
끼다3||동|끼우다|B|
잔소리가|||||3-1.csv
긴장되다|1405|동|緊張-|C|3-1.csv
날개1|1678|명||B|
동기4|2257|명|同期|C|3-1.csv
잔뜩|1406|부||B|3-1.csv
단지8||명|團地|B|
겁5|1631|명|怯|B|3-1.csv
유|1407||||
물속|3317|명||B|
가리다2|3657|동|시야를 ~|B|3-1.csv
어색하다2|1410|형|語塞-|B|
소나무|4855|명||B|
형광등|11096||||3-1.csv
대응2|1411|명|對應|C|
머무르다|5327|동||B|
태우다1|1943|동|쓰레기를 ~|B|3-1.csv
추천3|1412|명|推薦|C|
딴3|29007|관|~ 일|B|
서투르다|12917|형||B|3-1.csv
설치하다1|1413|동|設置-|C|
몇몇|2337|관||B|
삼삼오오|||||3-1.csv
실패2|1415|명|失敗|B|
세계적|1458|명|世界的|B|3-1.csv
제기차기|17070||||3-1.csv
인정|1417||||
안전3|2045|명|安全|B|
숙박비|15795||||3-1.csv
분노|1418|명|憤怒|C|
이상12||명|異常|B|
체중1|3998|명|體重|B|3-1.csv
감다1|1419|동|눈을 ~|B|
틀다|1508|동||B|
포장1|2816|명|包裝|B|3-1.csv
묶다|1420|동||B|
가지1|4998|명|~를 치다|B|
추리닝|17615||||3-1.csv
무리1|1421|명|~를 이루다|C|
고추1|3498|명||B|
절약하다|9762|동|節約-|B|3-1.csv
쿠션|1422||||
규칙2|1723|명|規則|B|
혼|5517||||3-1.csv
어이|1424||||
아마도|55068|부||B|
식후|18123||||3-1.csv
구독|1427||||
안방2|4643|명|-房|B|
앉히다|4593|동||C|3-1.csv
작전|1428||||
앓다|2775|동||B|3-1.csv
지원서|20834||||3-1.csv
완성1|1429|명|完成|C|
오직1||부||B|
재활용품|16199|명|再活用品|C|3-1.csv
확보하다|1430||||
자신2||명|自信|B|
뛰어놀다|12224|동||C|3-1.csv
알아내다|1431|동||C|
호랑이|4055|명|虎狼-|B|
일석이조|14739||||3-1.csv
덮다|1433|동||B|
덜1|28087|부||B|
판소리|11581||||3-1.csv
귀찮다|1434|형||C|3-1.csv
둥글다1|13244|형||B|
학과1|13250|명|學科|C|3-1.csv
쯧|1435||||
본래|4493|명|本來|B|
재우다1|6017|동|고기를 양념에 ~|C|3-1.csv
임무1|1436|명|任務|C|
세금1|1514|명|稅金|B|
정신없이|5645|부|精神-|C|3-1.csv
똥|1439||||
적극|3538|명|積極|B|
덕수궁|12828|고|德壽宮|B|3-1.csv
광주|1441|고|光州|B|
최소한|4472|명|最小限|B|
환하다1|3075|형||C|3-1.csv
아깝다|1444|형||C|3-1.csv
경험하다|1664|동|經驗-|B|
초보자|8372|명|初步者|B|3-1.csv
농담1|1446|명|弄談|B|
또다시|1785|부||B|
초청하다|7092|동|招請-|C|3-1.csv
파리1|1447|명||B|
위반3|1812|명|違反|B|
그다지|90703|부||B|3-1.csv
불구하다2|1448|동|不拘-|C|
몰다1|2285|동||B|
일자리|2159|명||C|3-1.csv
신규|1449|명|新規|C|
알1|3218|명||B|
관람객|5298|명|觀覽客|C|3-1.csv
아아1|1452|감||B|
앞서다|8205|동||B|
깨우다1|2453|동||C|3-1.csv
지적1|1453|명|知的|C|
오래전|3835|명|-前|B|
합격하다|3791|동|合格-|C|3-1.csv
응원하다|1454||||3-1.csv
자격4|1705|명|資格|B|
알레르기|5525||||3-1.csv
청년|1461|명|靑年|B|
끄덕이다|9485|동||B|
수집하다2|4335|동|蒐集-|C|3-1.csv
상상하다3|1465|동|想像-|B|3-1.csv
마음속|1982|명||B|
골고루|4237|부||C|3-1.csv
통과하다|1467|동|通過-|C|
뼈|2923|명||B|
핸들|||||3-1.csv
마주치다|1468|동||C|
연결되다|1489|동|連結-|B|
늦추다|7141||||3-1.csv
경북|1470||||
장사1|2093|명||B|
안내서|24924||||3-1.csv
뻗다|1472|동||B|
제한1|4657|명|制限|B|
술자리|6310|명||B|3-1.csv
집중2|1473|명|集中|B|
차다2||동|공을 ~|B|
체온|5892|명|體溫|C|3-1.csv
사과하다2|1474|동|謝過-|B|
취하다3||동|醉-|B|
콘센트|12958||||3-1.csv
시체|1475||||
콩1|2611|명||B|
영양제|6695||||3-1.csv
로|1476||||
너머|2143|명||B|
수납|7084||||3-1.csv
발사|1477||||
동기7||명|動機|B|
수리|4329||||3-1.csv
제공4|1479|명|提供|C|
순수하다2|5216|형|純粹-|B|
공공장소|12712||||3-1.csv
협상|1481||||
큰일1|2780|명|중대한 일|B|3-1.csv
다다익선|32197||||3-1.csv
원장7|1485|명|院長|C|
대단히|2435|부||B|
정원6|1560|명|庭園|B|3-1.csv
이따|1486||||
마주1|38539|부||B|
길거리|3400|명||B|3-1.csv
활동하다1|1487|동|活動-|B|3-1.csv
온통|3340|부||B|
게으르다|7922|형||C|3-1.csv
플레이어|1488||||
지치다1|3088|동|일에 ~|B|
오픈카|||||3-1.csv
데이터|1490||||
혀1|2788|명||B|
재학2|13009|명|在學|C|3-1.csv
뜯다|1491|동||C|
확대하다2|2570|동|擴大-|B|
찾아다니다|5342|동||C|3-1.csv
학습|1492|명|學習|B|
후춧가루|21670|명||B|
그렇지||감||B|3-1.csv
따라오다|1493|동||B|
마침2|64302|부||B|
입히다|2138|동||C|3-1.csv
모드|1494||||
신용1|7545|명|信用|B|
헬스클럽|20606||||3-1.csv
너무너무|1495||||
온몸|1736|명||B|
입학식|11519||||3-1.csv
넘기다|1496|동||C|
정신적|3263|명|精神的|B|
대강2|8750|부|大綱|C|3-1.csv
개념|1497||||
증상1|1674|명|症狀|B|3-1.csv
특가|17456||||3-1.csv
놔두다|1498|동|놓아두다|C|
출연하다2|1968|동|出演-|B|
근육이|||||3-1.csv
짜증|1499|명||B|
한꺼번에|2476|부||B|3-1.csv
장난|1611|명||C|3-1.csv
반복하다1|1500|동|反復-|B|
강제1|1904|명|强制|B|
적당히|1732|부|適當-|B|3-1.csv
참가자|1501||||
낚시|2382|명||B|
신기다|37689||||3-1.csv
힘주다|1502||||
다가가다|1584|동||B|
조리|78763||||3-1.csv
인근|1503|명|隣近|C|
뛰어들다|2477|동||B|
경비2|3940|명|經費|C|3-1.csv
머리카락|1505|명||B|
신부10||명|新婦|B|
급히|3156|부|急-|C|3-1.csv
간식2|1506|명|間食|B|3-1.csv
오징어|2419|명||B|
직접적으로|||||3-1.csv
바퀴1|1507|의|네 ~|C|
용돈|4857|명|用-|B|3-1.csv
질8|18944|명|質|B|3-1.csv
백신|1509||||
전자6|9893|명|電子|B|
편식|17492||||3-1.csv
자신감|1510|명|自信感|C|
전해지다||동|傳-|B|
저층|27467||||3-1.csv
그놈|1511|대||C|
활발하다|3486|형|活潑-|B|
경기장|3063|명|競技場|B|3-1.csv
걸치다|1512|동||C|
가리다3||동|시비를 ~|B|
이심전심|32249||||3-1.csv
잇따르다|1513|동||C|
껍질|3130|명||B|
유지|15230||||3-1.csv
내부4|1515|명|內部|C|
명령1|1518|명|命令|B|
가입하다|3180|동|加入-|C|3-1.csv
데프콘|1516||||
몰래1|52932|부||B|
곤란하다|2113|형|困難-|C|3-1.csv
화제7|1517|명|話題|C|
무조건|16106|부|無條件|B|
과식|18287||||3-1.csv
공룡|1520||||
반장8|2218|명|班長|B|
자부심|5457|명|自負心|C|3-1.csv
갇히다|1522|동||C|3-1.csv
부근3|3096|명|附近|B|
따로따로1|10170|부||C|3-1.csv
데뷔|1523||||
역사가|22124|명|歷史家|B|
속이다|6107|동||C|3-1.csv
연결1|1524|명|連結|C|
연구자|8832|명|硏究者|B|
엠티|22754||||3-1.csv
미션|1526||||
조그맣다|6209|형||B|
난방2|8628|명|暖房|C|3-1.csv
드래곤|1528||||
줄기1|80192|명||B|
횡설수설|26255||||3-1.csv
리뷰|1529||||
권하다|3726|동|勸-|B|
재학생|12786||||3-1.csv
찍히다2|1530|동|도장이 ~|C|3-1.csv
끝내||부||B|
게시판|3254|명|揭示板|C|3-1.csv
따위|1531||||
대문3|6970|명|大門|B|
생년월일|14449||||3-1.csv
성능|1537||||
시내3|2224|명|市內|B|
진통제|10121||||3-1.csv
넘어지다|1538|동||B|
신2|4427|명|~이 나다|B|
안전띠|12724||||3-1.csv
시청자|1539|명|視聽者|B|
쏟다|2528|동||B|
고집이|||||3-1.csv
보호하다|1542|동|保護-|C|
외교1|3013|명|外交|B|
과음|25377||||3-1.csv
지점1|1543|명|支店|C|
과장7|1989|명|課長|B|
선반|5016||||3-1.csv
확인2|1544|명|確認|B|
신청1|1731|명|申請|B|
과목2|2811|명|科目|B|3-1.csv
욕심|1545|명|欲心|B|
아픔|11398|명||B|
합창|11034||||3-1.csv
박스|1546|명|box|B|
알아듣다|3518|동||B|3-1.csv
존경하다|3724|동|尊敬-|C|3-1.csv
전원|1547||||
연기9||명|煙氣|B|
오해하다|2767||||3-1.csv
영원히|1550|부|永遠-|B|
이동3||명|移動|B|
양보하다|4566|동|讓步-|B|3-1.csv
운전자|1551|명|運轉者|B|
바위1|1699|명||B|
상하다2|4510|동|傷-|B|3-1.csv
방문2|1552|명|房門|B|
버릇1|4131|명||B|
겁이|||||3-1.csv
측면|1554||||
비판하다|1616|동|批判-|B|
다행이다|||||3-1.csv
뚫다|1555|동||C|
세워지다||동||B|
감추다|1864|동||C|3-1.csv
통10|1559|명|桶|B|
술집|3811|명||B|
끊기다|4959|동||C|3-1.csv
정체|1563||||
쉬다4||동|숨을 ~|B|
어떡하다||불|어떠하게 하다|B|3-1.csv
디테일|1564||||
갈다2||동|문지르다|B|
플러그|13079||||3-1.csv
깔다|1566|동||C|
교류1|4767|명|交流|B|3-1.csv
단독2|1781|명|單獨|C|3-1.csv
이끌다|1567|동||C|
글쓰기|4418|명||B|
홈스테이|24316||||3-1.csv
환호|1568||||
내내1|66299|부||B|3-1.csv
단점1|2026|명|短點|B|3-1.csv
설정|1569||||
대기업|2851|명|大企業|B|
국악|10552||||3-1.csv
확률|1570||||
도구10|1813|명|道具|B|
가죽1|3433|명||B|3-1.csv
턱1|1571|명|신체의 일부|B|
소3|2296|명|동물|B|
들키다|1802||||3-1.csv
운영|1572||||
심리1|2987|명|心理|B|
회복|2522|명|回復|C|3-1.csv
셈1|1573|의||C|
쏘다1|11299|동||B|
판매하다|2060|동|販賣-|B|3-1.csv
대비10|1575|명|對備|C|
위치하다|2019|동|位置-|B|
쇼핑백|10920||||3-1.csv
출발|1576|명|出發|B|
정말로|82483|부|正-|B|
갖추다1|||||3-1.csv
투|1577||||
코너|1793|명|corner|B|
쇼핑몰|3753||||3-1.csv
은혜|1578||||
행동하다|2145|동|行動-|B|
증명서|15867||||3-1.csv
자세2|1581|명|姿勢|C|
감동2|2214|명|感動|B|3-1.csv
찢어지다|2481|동||C|3-1.csv
도쿄|1582||||
굳이|69343|부||B|
유실물|30130||||3-1.csv
의심하다|1583|동|疑心-|B|
그늘|5028|명||B|
걱정스럽다|5085|형||B|3-1.csv
수상하다|1585||||
달걀|2231|명||B|
특기|6410||||3-1.csv
향3|1586|명|香|C|
대중문화|17176|명|大衆文化|B|
하도1|38775|부||C|3-1.csv
데이트|1587|명|date|C|
마련되다|2090|동||B|
진찰2|19847|명|診察|C|3-1.csv
탄식|1588||||
마루3|9247|명|~를 닦다|B|
연날리기|22900||||3-1.csv
성장1|1589|명|成長|C|
성적4||명|成績|B|
꺼지다1|1850|동|불이 ~|B|3-1.csv
지혜2|1591|명|智慧|C|
시도하다3|2059|동|試圖-|B|
충고|7523|명|忠告|C|3-1.csv
칸1|1593|명||C|
인상6||명|印象|B|
일시|||||3-1.csv
전기9|1597|명|前期|C|
적용하다|1820|동|適用-|B|
진료|3051|명|診療|C|3-1.csv
모15|1602|대|某|C|
전통적|3881|명|傳統的|B|
당일|5634||||3-1.csv
대비하다4|1604|동|對備-|C|
긴장|1629|명|緊張|B|
이대로||부||C|3-1.csv
억울하다|1605|형|抑鬱-|C|
부처4|4282|명|部處|B|
개통하다|15358||||3-1.csv
비율2|1606|명|比率|C|
숙이다|9808|동||B|
성별1|5619|명|性別|B|3-1.csv
정식1|1607|명|正式|B|
온도|1636|명|溫度|B|
운동량이|||||3-1.csv
부위4|1609|명|部位|C|
절대로|86147|부|絶對-|B|
공연장|5057|명|公演場|C|3-1.csv
베이스|1612||||
지붕|2899|명||B|
피로가|||||3-1.csv
레|1613||||
짙다2|5126|형||B|
음주|4388|명|飮酒|C|3-1.csv
주년2|1615|의|周年|C|
창밖|4051|명|窓-|B|
윷놀이|12100||||3-1.csv
인류1|1619|명|人類|C|
햇살|3227|명||B|
안심|4086||||3-1.csv
빠져나가다|1623|동||C|
경제적|2215|명|經濟的|B|
안색|7377||||3-1.csv
휴대폰|1624||||
담당하다|2375|동|擔當-|B|
체험하다|2945|동|體驗-|C|3-1.csv
워싱턴|1625||||
벗기다2|4644|동||B|
않아도|||||3-1.csv
신고하다1|1626|동|申告-|C|
불빛|2459|명||B|
스테이|5382||||3-1.csv
체험|1627|명|體驗|C|
절1|3418|명|사찰|B|
양국1|3798|명|兩國|C|3-1.csv
기존|1630||||
한동안|2046|명||B|
우정2|2420|명|友情|C|3-1.csv
대1|1633|의|담배 한 ~|C|
바늘|4054|명||B|
역사적|2830|명|歷史的|B|3-1.csv
하여튼|1634|부|何如-|B|
부15|8643|의|部|B|
당황스럽다|4078||||3-1.csv
떡볶이|1639|명||B|
수입1|2146|명|收入|B|
_차|||||3-1.csv
스튜디오|1641|명|studio|C|
양쪽|1750|명|兩-|B|
실용적|9315||||3-1.csv
지식2|1642|명|知識|C|
풀2||명|~을 베다|B|
첫인상|5592||||3-1.csv
야당|1643||||
해마다||부||B|
연주회|11446||||3-1.csv
대장|1644||||
후배6|2018|명|後輩|B|
신혼부부|9515|명|新婚夫婦|B|3-1.csv
꼬마|1646|명||C|
국회의원||명|國會議員|B|
피부과|6166||||3-1.csv
닫히다|1647|동||B|3-1.csv
생활하다|2678|동|生活-|B|
신형|5776||||3-1.csv
버전|1648||||
이르다3||형|빠르다|B|
정형외과|18239||||3-1.csv
요구3|1650|명|要求|C|
터뜨리다|2161|동||B|
입장료|6965||||3-1.csv
묻히다1|1651|동|옷에 흙을 ~|C|
높이2||부||B|
풀다1|||||3-1.csv
기도하다2|1652|동|祈禱-|C|
마구1|2948|부||B|
새내기|93745||||3-1.csv
왕자1|1653|명|王子|C|
만남|5671|명||B|
종량제|22220||||3-1.csv
샷|1655||||
미디어|3712|명|media|B|
속다|3637||||3-1.csv
꾸준히|1656|부||B|
복도4|2062|명|複道|B|
아이쇼핑|||||3-1.csv
데려가다|1657|동||B|
수상9|3535|명|首相|B|
조언|3428||||3-1.csv
최악|1658|명|最惡|C|
자랑스럽다|2544|형||B|3-1.csv
대사4|1686|명|大使|C|3-1.csv
매니저|1659||||
적당하다2|2184|형|適當-|B|
까먹다|2383|동||C|3-1.csv
