Word|Kimchi Rank|TOPIK POS|TOPIK Definition|TOPIK Level|Yonsei Book
볶다|2901|동||B|2-1
안전하다|927|형|安全-|B|
또한|67176|부||B|
해외여행|6884|명|海外旅行|B|2-1
관계자|929|명|關係者|C|
이유04||명|理由|B|
출석하다|3335|동|出席-|C|2-1
봐주다|930||||
또는|83487|부||B|
성함|27680|명|姓銜|B|2-1
인물|931|명|人物|C|
글|1152|명||B|
마트|2211||||2-1
수고하다|932||||
세상01||명|世上|B|
파랗다|8938|형||B|2-1
찾아가다|933|동||B|
두다01||동||B|
서류|1912||||2-1
형태|934|명|形態|C|
즉01||부|卽|B|
동해|10105||||2-1
앞두다|935|동||C|3-1
이후02||명|以後|B|
저울|13340||||2-1
어찌|936|부||C|
문학01||명|文學|B|
이전|44897||||2-1
수도권|937|명|首都圈|C|
지방05||명|地方|B|
주차|8721||||2-1
비롯하다|938|동||C|
환경02||명|環境|B|
홈페이지|1069|명|homepage|B|2-1
연구|939||||
자체02||명|自體|B|
매다|8824||||2-1
바|940||||
남다01||동||B|
여행자|10383||||2-1
실수|941||||
부분01||명|部分|B|
노선도|39010||||2-1
어쩌다|943||||
관하다02||동|關-|B|
운동복|11757|명|運動服|B|2-1
곳곳|944|명||B|
나누다||동||B|3-1
콧물|6747||||2-1
곡|945||||
이용하다01||동|利用-|B|
그만두다|1190|동||B|2-1
고통|946|명|苦痛|B|
거의01||부||B|
남기다|955|동||B|2-1
생각나다|949|동||B|
중심01||명|中心|B|
졸다|6243||||2-1
전|951||||
활동02||명|活動|B|
만화|1733||||2-1
바보|952|명||B|
관심01||명|關心|B|
갈아입다|2239|동||B|2-1
약하다|954||||
역시01||부|亦是|B|
소파|2089||||2-1
당하다|958||||3-1
애02||명|아이|B|
편도|24836||||2-1
주민|960|명|住民|C|
광고02||명|廣告|B|
토픽(TOPIK)|||||2-1
심장|961||||
정신12||명|精神|B|
만화책|6120||||2-1
기온|962|명|氣溫|B|2-1
이르다01||동|도착하다|B|
그립다|2894|형||B|2-1
잘못되다|963|동||B|
땅01||명||B|
그렇게||불|그러하게|B|2-1
각각|964||||
이루다01||동||B|
데려오다|1792|동||B|2-1
재미|965||||
기술01||명|技術|B|
어|30178||||2-1
편|966||||3-1
전체01||명|全體|B|
관광|3276||||2-1
기쁘다|967|형||B|2-1
얻다01||동||B|
세일하다|12711||||2-1
연결하다|968||||
민족|2815|명|民族|B|
한약|11747||||2-1
중간|969||||
간10||의|間. 서울과 부산 ~|B|
붓다2||동|물을 ~|B|2-1
구매하다|970||||
조사30||명|調査|B|
직장|1603||||2-1
전망|971||||2-1
그대로|2400|부||B|
연휴|1957||||2-1
일부러|973|부||C|
거실|2703||||2-1
술|974||||
년대|23684|의|年代|B|
달리다|1532||||2-1
줄어들다|975|동||C|
과학|1200|명|科學|B|2-1
베란다|7259||||2-1
정|978||||
자연01||명|自然|B|
공상|15302||||2-1
공식|979||||
하루01||명||B|
부장|1745||||2-1
피해|980||||
적03||의||B|
부끄럽다|1471|형||B|2-1
주위|983||||
터02||의||B|
당기다|2073||||2-1
현상|984||||
맞다01||동|답이 ~|B|
신청서|13201|명|申請書|C|2-1
공주|985||||
걸리다01||동|'걸다'의 피동사|B|
여의도역|||||2-1
충분하다|988||||
지키다01||동||B|
국제|2254||||2-1
비|989||||
표정03||명|表情|B|
기침|21500||||2-1
달라지다|990|동||B|
일부02||명|一部|B|
주차장|1976|명|駐車場|B|2-1
깔끔하다|991|형||C|3-1
고개01||명|~를 돌리다|B|
시청|4017||||2-1
공연|992||||
성격02||명|性格|B|
메모|4061|명|memo|B|2-1
각자|993||||3-1
세기03||명|世紀|B|
부인|1295||||2-1
원인|994||||3-1
세우다01||동||B|
교육학|28273||||2-1
인터뷰|995|명|interview|B|
현재02||부|現在|B|
노약자석|36588||||2-1
낳다|996||||
발전01||명|發展|B|
젓다|8302||||2-1
발표|997||||
향하다|1622|동|向-|B|
편리하다|4484|형|便利-|B|2-1
비교하다|999|동|比較-|B|
각01||관|各|B|
모임|4999||||2-1
친하다|1000|형|親-|B|3-1
분위기|8901|명|雰圍氣|B|2-1
반바지|7002||||2-1
방문하다|1001|동|訪問-|B|
그러하다||형||B|
동창|6500||||2-1
판단하다|1002|동|判斷-|C|
우선02||부|于先|B|
냉동식품|25328||||2-1
정확히|1003||||
낳다01||동||B|
자유|1388||||2-1
태풍|1004|명|颱風|B|2-1
정보06||명|情報|B|
멜로|24078||||2-1
현실|1005||||
열리다02||동|문이 ~|B|
패션잡화|||||2-1
가득|1007||||
국내02||명|國內|B|
남해|17462||||2-1
운영하다|1008|동|運營-|C|
예08||명|例|B|
기침약|||||2-1
이른바|1009||||
흐르다01||동||B|
펴다|2793|동||B|2-1
정상|1010||||
모양02||명|模樣|B|
이모부|10296||||2-1
요거|1011||||
조건02||명|條件|B|
요금|3108||||2-1
년간|1012||||
넘다01||동||B|
볼링|9850|명|bowling|C|2-1
안쪽|1013|명||B|
마을01||명||B|
엽서|11395||||2-1
총리|1014||||
어리다03||형|나이가 적다|B|
홍대입구역|||||2-1
꿈|1015||||3-1
방향01||명|方向|B|
찻잔|8397|명|茶盞|B|2-1
비용|1016||||
대회02||명|大會|B|
벌다|1062||||2-1
워낙|1017|부||C|
노력01||명|努力|B|
변비|12518||||2-1
사실상|1018|부|事實上|C|
전혀01||부|全-|B|
신선하다|2760||||2-1
딸|1019||||
단체02||명|團體|B|
잡지사|22005||||2-1
돌아보다|1020|동||B|
능력02||명|能力|B|
덜다|3574||||2-1
떨리다|1021||||2-1
주장하다01||동|主張-|B|
따로|36842|부||B|2-1
기|1022||||
자식01||명|子息|B|
이마|||||2-1
생명|1023|명|生命|C|
돌리다04||동|팽이를 ~|B|
굽다|1043||||2-1
재료|1024||||2-1
모으다|1525|동||B|2-1
윗사람|14093|명||C|2-1
사례|1025||||
자료03||명|資料|B|
경제학|11228|명|經濟學|C|2-1
이쁘다|1026||||
제품02||명|製品|B|
열리다|1170||||2-1
계속되다|1027||||
사업04||명|事業|B|
단말기|9012||||2-1
팀|1029||||
지난해|3417|명||B|
습관|1442|명|習慣|B|2-1
떠올리다|1030|동||B|
동시02||명|同時|B|
밀다|2827||||2-1
섞다|1032|동||B|2-1
순간03||명|瞬間|B|
잘생기다|1348|형||B|2-1
시절|1033||||
방송01||명|放送|B|
롤러코스터|||||2-1
소녀|1034||||
과거03||명|過去|B|
이사하다|11370||||2-1
수많다|1035|형|數-|B|
현대01||명|現代|B|
참기름|3707|명||B|2-1
교사|1036||||
시절01||명|時節|B|
떡|1767||||2-1
달리|1038||||
개인02||명|個人|B|
금지|9145||||2-1
자세히|1039|부|仔細-|B|
근데01||부|그런데|B|
당근|4939|명||B|2-1
소스|1042||||2-1
작가01||명|作家|B|
비다|31667||||2-1
변하다|1044|동|變-|B|
효과01||명|效果|B|
양념하다|19413||||2-1
괜히|1045|부||B|3-1
불교|4849|명|佛敎|B|
환영회|22188||||2-1
강력하다|1046|형|强力-|C|
마치03||부||B|
출퇴근|8325|명|出退勤|C|2-1
기간|1047||||2-1
바라다01||동||B|
소독약|18448||||2-1
바람|1049||||
강하다02||형|强-|B|
짐|5275||||2-1
눈치|1050||||
최고02||명|最高|B|
풍경|1480||||2-1
지원하다|1051||||3-1
나타내다|1740|동||B|3-1
피|1579||||2-1
정답|1052|명|正答|B|
다양하다01||형|多樣-|B|
학원|1167||||2-1
캐스터|1053||||
법01||명|法|B|
월급|2415|명|月給|B|2-1
추천하다|1054||||3-1
소설03||명|小說|B|
계산하다|2205|동|計算-|B|2-1
높이|1055||||2-1
질서03||명|秩序|B|
약사|10449||||2-1
목사|1056||||
담다01||동|넣다|B|
좌회전|10629||||2-1
제목|1057||||
모이다01||동||B|
시간표|10867||||2-1
흐르다|1058||||
회장07||명|會長|B|
바깥|1703|명||B|2-1
직업|1059|명|職業|B|
이날|85335|명||B|
이불|||||2-1
없애다|1061|동||B|
제대로|9981|부||B|3-1
감|27080||||2-1
특징|1063|명|特徵|B|
공간05||명|空間|B|
매주|40450||||2-1
기본적|1064|명|基本的|C|3-1
벌이다|5581|동||B|
분식집|12620||||2-1
사이즈|1065||||2-1
맡다01||동|담임을 ~|B|
생활용품|13563|명|生活用品|C|2-1
싹|1066||||
한편||부|-便|B|
하얗다|3235|형||B|2-1
탓|1070|명||C|
기자05||명|記者|B|
열쇠고리|17335||||2-1
공|1071||||
주로01||부|主-|B|
점퍼|9085||||2-1
콘텐츠|1072||||
통일02||명|統一|B|
감기약|15445||||2-1
거대하다|1074|형|巨大-|C|
들어서다|4347|동||B|
신청하다|1662||||2-1
차지하다|1077||||
시설03||명|施設|B|
튀기다|4833||||2-1
대구|1078|고|大邱|B|
주변04||명|周邊|B|
고모부|20787|명|姑母夫|B|2-1
괴물|1080||||
대신03||명|代身|B|
겉|2529||||2-1
예상되다|1083|동|豫想-|C|
차례01||명|次例|B|
외우다|2750||||2-1
높아지다|1085|동||B|
군05||명|軍|B|
이모|94496||||2-1
측|1086||||
재산|2479|명|財産|B|
배달되다|12156||||2-1
행위|1088|명|行爲|C|
약간|1715|부|若干|B|
음|24917||||2-1
서로|1089||||
약03||관|約|B|
춘천|5567||||2-1
축제|1090||||3-1
기간07||명|期間|B|
온천|8429||||2-1
오래되다|1091|동||B|2-1
공장02||명|工場|B|
손잡이|3120|명||B|2-1
위원장|1092|명|委員長|C|
즐기다01||동||B|
회비|17519||||2-1
따지다|1093||||
지02||의|만난 ~ 오래되다|B|
가전제품|10627||||2-1
충격|1094||||
사고12||명|事故|B|
연예인|2418|명|演藝人|C|2-1
용기|1095||||
맞추다01||동||B|
기타|2054||||2-1
공장|1096||||
쌀|4469|명||B|
푸르다|11000|형||B|2-1
나이스|1097||||
일반02||명|一般|B|
박수를|||||2-1
척|1098||||
막다01||동||B|
신문방송학|||||2-1
어유|1099||||
전국03||명|全國|B|
세제|||||2-1
자녀|1101||||
마치다02||동||B|
객실|3526||||2-1
촬영하다|1102||||3-1
도움|5434|명||B|2-1
지우다|||||2-1
플레이|1103||||
가정06||명|家庭|B|
외롭다|1752|형||B|2-1
최종|1104|명|最終|C|
빠지다02||동|물에 ~|B|
최저|5939||||2-1
투자|1105||||
오늘날|3194|명||B|
수학여행|7910||||2-1
머릿속|1106|명||B|
농업|6791|명|農業|B|
볼거리|6978||||2-1
귀|1107||||2-1
식04||의|式|B|
새로|40350|부||B|2-1
더하다|1108|동||B|
의견01||명|意見|B|
배탈|19004||||2-1
구체적|1110|명|具體的|B|
경기11||명|競技|B|
장화|8072||||2-1
마이크|1111|명|mike|C|
목적03||명|目的|B|
당구|12872||||2-1
단체|1112||||2-1
태도03||명|態度|B|
포장하다|4537||||2-1
예상|1113||||
남성01||명|男性|B|
버섯|2743||||2-1
선생|1114||||
주위02||명|周圍|B|
만지다|1800|동||B|2-1
분명하다|1117||||
그만02||부|그 정도까지만|B|
감자|3522||||2-1
난리|1120||||
어쩌다01||동||B|
공포|1457||||2-1
시즌|1121|명|season|C|
재료01||명|材料|B|
접다|2220||||2-1
상관없다|1122|형|相關-|C|
각각01||부|各各|B|
외출|6259|명|外出|B|2-1
꽉|1123|부||C|
자유03||명|自由|B|
무역|3866||||2-1
미|1126||||
책임|4958|명|責任|B|
햄|2070||||2-1
숲|1127||||2-1
아니02||감||B|
옷장|4486||||2-1
마련하다|1128|동||B|
자라다01||동|커지다|B|
상자|1208||||2-1
인상|1130||||
기회03||명|機會|B|
초대장|9075||||2-1
밟다|1131|동||B|
지구04||명|地球|B|
예절|10049|명|禮節|B|2-1
취재하다|1132||||
소비자|2334|명|消費者|B|3-1
드럼|6457||||2-1
매력|1133|명|魅力|B|
기준03||명|基準|B|
농구공|16577||||2-1
추억|1134|명|追憶|B|
말11||의|末|B|
약도|23838||||2-1
고민하다|1135|동|苦悶-|B|
노동자|2123|명|勞動者|B|
샐러드|2967||||2-1
재판|1136||||
맞다02||동|손님을 ~|B|
큰아버지|11972|명||C|2-1
그대|1137|대||C|
별로01||부|別-|B|
부부|1409||||2-1
끓이다|1138||||2-1
정하다03||동|定-|B|
향초|20341||||2-1
희망|1141|명|希望|B|
대중02||명|大衆|B|
동아리|3199||||2-1
날아가다|1142|동||B|
각종|1269|명|各種|B|
교통카드|||||2-1
비명|1143||||
야04||감||B|
쓰레기통|4265|명|-桶|B|2-1
그중|1144|명|-中|B|
발견하다01||동|發見-|B|
앞으로|||||2-1
최|1145||||
선수05||명|選手|B|
고모|3158||||2-1
지나치다|1146|형||B|
주제04||명|主題|B|
도장|3671||||2-1
데|1147||||
기본|2360|명|基本|B|
친척|3511|명|親戚|B|2-1
동료|1148|명|同僚|C|
사라지다|1165|동||B|
양념|1809|명||B|2-1
기계|1149||||
감정06||명|感情|B|
진지|54664||||2-1
불법|1150||||
기억02||명|記憶|B|
종로|6235|고|鍾路|B|2-1
누르다|1151||||2-1
인기01||명|人氣|B|
동창회|11762||||2-1
메이크업|1153||||
관리04||명|管理|B|
바비큐|9078||||2-1
대충|1155||||3-1
들리다03||동|소리가 ~|B|
날짜|2003||||2-1
몸|1157||||
달리다04||동|말을 ~|B|
우회전|10510||||2-1
허리|1158||||2-1
이전03||명|以前|B|
지난번|1356|명|-番|B|2-1
판단|1159|명|判斷|B|
시키다01||동||B|
영문학|32205||||2-1
모델|1160|명|model|B|
국제02||명|國際|B|
항공사|4527||||2-1
적히다|1161|동||C|
그룹01||명|group|B|
드디어|30294|부||C|2-1
분석|1162||||
인생01||명|人生|B|
포도|7394||||2-1
줄다|1163|동||B|2-1
전통06||명|傳統|B|
잇다|3581||||2-1
그리|1164||||3-1
기르다|2150|동||B|3-1
요리법|16812||||2-1
아이디어|1168|명|idea|C|
조사하다12||동|調査-|B|
관광지|5095|명|觀光地|B|2-1
미치다|1169||||
커다랗다|9747|형||B|
발|3972||||2-1
훔치다|1171||||
시인10||명|詩人|B|
기대|45735||||2-1
드러내다|1172||||
외04||의|外|B|
주차하다|7836||||2-1
전투|1173||||
위치01||명|位置|B|
록|5192||||2-1
계약|1174|명|契約|B|
줄이다|2152|동||B|2-1
홍대|6159||||2-1
학부모|1175|명|學父母|C|
가격03||명|價格|B|
연말|3837||||2-1
의|1176||||
원하다02||동|願-|B|
환전|23902||||2-1
최선|1178||||3-1
통신01||명|通信|B|
유물|4691||||2-1
망하다|1179|동|亡-|C|
모임01||명||B|
끼다|2563||||2-1
방안|1180||||
기계07||명|機械|B|
부치다|7657||||2-1
구멍|1181|명||B|
아나운서|9525|명|announcer|B|
화려하다|1380|형|華麗-|B|2-1
법원|1183||||
종교|2424|명|宗敎|B|
별로|2278||||2-1
곁|1184||||
이해06||명|理解|B|
집들이|25157||||2-1
둘|1185||||
혹은|89188|부|或-|B|
안개|2131|명||C|2-1
흔들리다|1186|동||C|
편09||의|篇|B|
피아노|2546||||2-1
업무|1187||||
노력하다01||동|努力-|B|
소포|12563||||2-1
요새|1188||||3-1
보호01||명|保護|B|
번호표|18215||||2-1
이벤트|1189||||
이웃|2158|명||B|
외숙모|21505||||2-1
대책|1191||||
공동02||명|共同|B|
한|22072||||2-1
숨기다|1192|동||C|3-1
까닭|5015|명||B|
신용카드|||||2-1
피하다|1193|동|避-|C|
소녀02||명|少女|B|
센터|1942||||2-1
다행히|1196|부|多幸-|B|3-1
상품03||명|商品|B|
연극|2821|명|演劇|C|2-1
시점|1197||||
종류02||명|種類|B|
동전|4177||||2-1
절반|1198|명|折半|B|
눕다01||동||B|
광장|2941||||2-1
칼|1199||||
발달하다|3721|동|發達-|B|
화분|5926||||2-1
상대방|1202||||
발전하다01||동|發展-|B|
공과금|23509||||2-1
접종|1204||||
죽음01||명||B|
부럽다|1815|형||B|2-1
준비되다|1205|동|準備-|B|
듯이01||의||B|
고치다|1456||||2-1
회의|1207||||
멀리01||부||B|
주유소|5920||||2-1
장비|1210||||
빼다01||동|가시를 ~|B|
방송국|3863|명|放送局|B|2-1
처리하다|1211||||
예정02||명|豫定|B|
귀걸이|6547||||2-1
장점|1212||||3-1
흔히|1999|부||B|
이삿짐센터|31114||||2-1
치즈|1213|명|cheese|B|
느껴지다||동||B|
반대|6417||||2-1
평범하다|1214|형|平凡-|B|3-1
전문08||명|專門|B|
두통약|29218||||2-1
참가하다|1215||||
정확하다01||형|正確-|B|
저금|24220||||2-1
불가능하다|1216|형|不可能-|B|
등01||명|신체의 일부|B|
욕실|4124|명|浴室|B|2-1
행복|1218||||
사용04||명|使用|B|
긋다|6374||||2-1
발언|1219||||
결정하다01||동|決定-|B|
열흘|4030|명||B|2-1
상|1220||||
경영02||명|經營|B|
햇빛|2168|명||B|2-1
저번|1221||||
숲01||명||B|
익숙하다|1478|형||B|2-1
배경|1222||||
미치다02||동|닿다|B|
출근하다|2288|동|出勤-|B|2-1
아니|1224||||
새벽01||명||B|
낚시하다|8545||||2-1
의아하다|1225||||
얼른02||부||B|
집안일|6821|명||C|2-1
가득하다|1226||||3-1
임금03||명|賃金|B|
보험|2856|명|保險|B|2-1
믿음|1227|명||B|
직장05||명|職場|B|
특별히|1724|부|特別-|B|2-1
남|1228||||
크기|63060|명||B|2-1
우선|3521||||2-1
반면|1229||||
주요01||명|主要|B|
소고기|29588||||2-1
펼쳐지다|1230|동||B|
공연02||명|公演|B|
환기|7442||||2-1
대형|1231||||
떼다01||동||B|
룸메이트|10155||||2-1
맞히다|1232||||
만들어지다||동||B|
여행지|5552||||2-1
눈빛|1234||||
속도01||명|速度|B|
썰다|2351||||2-1
공격하다|1237|동|攻擊-|C|
심각하다02||형|深刻-|B|
화가|6049||||2-1
아이템|1238||||
계속되다02||동|繼續-|B|
간|1445||||2-1
답답하다|1239|형||B|
소년01||명|少年|B|
이미|88212||||2-1
앱|1241||||3-1
소식04||명|消息|B|
매장|1847||||2-1
헤어지다|1244|동||B|
노인01||명|老人|B|
고기|70869||||2-1
의식|1245||||
벌다02||동|돈을 ~|B|
발로|44546||||2-1
안타깝다|1247|형||B|
결정01||명|決定|B|
비비다|3410|동||C|2-1
아가씨|1248|명||B|
썰다01||동||B|
국어국문학|||||2-1
차원|1249||||
이미지|12242|명|image|B|
구경거리|||||2-1
참석하다|1250|동|參席-|B|
업무02||명|業務|B|
안전선|49838||||2-1
자막|1251||||
청소년|1482|명|靑少年|B|
책장|4839||||2-1
도망가다|1252|동|逃亡-|B|
응01||감||B|
꽃바구니|26299||||2-1
돌아다니다|1253|동||C|3-1
이기다01||동|적에게 ~|B|
승강장|9604||||2-1
밤|1254||||2-1
취하다01||동|取-|B|
교환|9170||||2-1
실패하다|1255||||
구하다01||동|求-|B|
몸이|||||2-1
이러다|1256|동||C|
그러므로|67774|부||B|
영상|68882||||2-1
내려놓다|1257|동||B|
포함하다02||동|包含-|B|
식초|5194|명|食醋|B|2-1
도망치다|1258|동|逃亡-|C|
바르다03||형|굽은 데가 없다|B|
벽시계|20393||||2-1
자유롭다|1259|형|自由-|B|3-1
숨01||명||B|
소금|1321||||2-1
소원|1260||||
행사01||명|行事|B|
녹음하다|3745|동|錄音-|B|2-1
운명|1261||||
왕04||명|王|B|
양파|2153|명|洋-|B|2-1
집안|1262||||
점점01||부|漸漸|B|
고추장|3768|명|-醬|B|2-1
오랫동안|1263|명||B|
특별|2395|명|特別|B|
좌회전하다|20553||||2-1
차라리|1264|부||C|
계속하다03||동|繼續-|B|
푹|1553||||2-1
공개되다|1266||||
너무나|85658|부||B|
샤부샤부|23446||||2-1
익살스럽다|1267||||
높이다|1462|동||B|
설거지하다|12383||||2-1
언론|1268|명|言論|C|
막02||부|마구|B|
냄비|3531|명||B|2-1
성|1270||||
수출03||명|輸出|B|
땀|10181||||2-1
어젯밤|1271|명||B|
자르다01||동||B|
현금|1967||||2-1
이동하다|1272|동|移動-|C|
데리다|4110|동||B|3-1
뒤풀이|16712||||2-1
요청하다|1273|동|要請-|C|
무척01||부||B|
우편번호|||||2-1
삶|1274|명||C|
비용03||명|費用|B|
등록|3470||||2-1
포함되다|1275||||
옳다01||형||B|
미용실|5224|명|美容室|C|2-1
연애|1276||||
원래01||명|元來|B|
결제하다|6555||||2-1
쓰러지다|1277|동||C|3-1
놀이01||명||B|
팀장|2069||||2-1
일반적|1278|명|一般的|B|
뿌리|2436|명||B|
서재|42978||||2-1
찾아내다|1279|동||B|
수입02||명|輸入|B|
팬|1375||||2-1
마무리|1280|명||C|
초03||의|初|B|
평일|6826|명|平日|B|2-1
뉴욕|1283|고|New York|B|
직원03||명|職員|B|
섭섭하다|4424||||2-1
기억나다|1284|동|記憶-|B|
상대04||명|相對|B|
일정|68836||||2-1
프로젝트|1286||||
피부02||명|皮膚|B|
벨|6643||||2-1
죽이다|1288||||3-1
가득01||부|~ 차다|B|
보라색|3517|명|-色|C|2-1
날리다|1289||||3-1
벽06||명|壁|B|
설렁탕|11542|명|-湯|B|2-1
훈련|1290|명|訓鍊|C|
장군04||명|將軍|B|
토마토|2397|명|tomato|B|2-1
내|1291||||
무역02||명|貿易|B|
검색하다|2498||||2-1
문장|1293||||
줄01||명|~로 감다|B|
휴지|32888||||2-1
시각|1294||||
대15||의|臺|B|
배편|23542||||2-1
주식|1296||||
신체02||명|身體|B|
명절|4682||||2-1
편안하다|1297||||
집안01||명||B|
출국하다|8345||||2-1
본격적|1298|명|本格的|C|
배경01||명|背景|B|
리포터|13125||||2-1
귀신|1299||||
죽이다01||동|굶겨 ~|B|
포스터|3741||||2-1
안다|1300||||
반대03||명|反對|B|
차다|1637||||2-1
갈등|1301|명|葛藤|C|
빠지다01||동|머리가 ~|B|
메다|9834||||2-1
이스라엘|1302||||
걔||불|그 아이|B|
식료품|10416|명|食料品|C|2-1
신나다|1303||||3-1
발표01||명|發表|B|
장갑|2812||||2-1
눈앞|1304|명||B|
기초06||명|基礎|B|
올려놓다|2439|동||B|2-1
파악하다|1305|동|把握-|C|
미리01||부||B|
연락처|3777|명|連絡處|B|2-1
무너지다|1306|동||C|
저희01||대||B|
몸무게|3716|명||B|2-1
개발하다|1307|동|開發-|B|
오랜|90593|관||B|
아랫사람|16648|명||C|2-1
인구|1308||||
젊은이|3042|명||B|3-1
삼거리|||||2-1
넘치다|1309|동||B|
과제04||명|課題|B|
파|10644||||2-1
투표|1311||||
종합|5164|명|綜合|B|
남이섬|||||2-1
섞이다|1312|동||B|
떨다01||동||B|
서다|8073||||2-1
끔찍하다|1313||||
자04||감||B|
선풍기|5347|명|扇風機|B|2-1
스토리|1314||||
적극적|1463|명|積極的|B|
교통편|22591||||2-1
따라가다|1315|동||B|
판매|1725|명|販賣|B|
뿌리다|2141|동||B|2-1
언어|1316||||
길이01||명||B|
답장|4667|명|答狀|B|2-1
감염|1317||||
점차02||부|漸次|B|
조끼|||||2-1
후보자|1318||||
톤01||의|ton|B|
숙박하다|17850||||2-1
동작|1319||||
나머지|57827|명||B|
캠핑장|||||2-1
공개|1320||||
미래02||명|未來|B|
부케|18029||||2-1
여부|1322||||
인구01||명|人口|B|
씹다|1958||||2-1
둘러보다|1323|동||B|
흘리다|3036|동||B|
동영상|1710||||2-1
갚다|1324|동||C|3-1
당연하다01||형|當然-|B|
어리다|8705||||2-1
떨다|1325||||
놓이다|6420|동||B|3-1
미래|10344||||2-1
근육|1326|명|筋肉|C|
당장02||명|當場|B|
대학원|6669|명|大學院|B|2-1
절차|1327||||
무렵|1993|의||B|
이틀|2983||||2-1
전체적|1328|명|全體的|B|
사물10||명|事物|B|
먼지|28350||||2-1
추가|1331||||
곱다02||형|아름답다|B|
친분|7917||||3-1
급|1332||||
바닥01||명||B|
거절하다|2157||||3-1
스타|1333|명|star|B|
새끼02||명|자식~|B|
좌석|2555|명|座席|B|3-1
얼음|1336||||
생각되다|3677|동||B|
하긴||부||C|3-1
그림자|1337|명||B|
심다01||동||B|
아침저녁|14674||||3-1
뛰어나다|1339|형||C|3-1
간단하다02||형|簡單-|B|
쫓기다|8593|동||C|3-1
많아지다|1340|동||B|
견디다|1423|동||B|
엑스레이|11180||||3-1
출신|1341|명|出身|C|
기사10||명|記事|B|
야식|7530||||3-1
예상하다|1343|동|豫想-|C|
어쩌면|64879|부||B|
십중팔구|20907||||3-1
승리|1344|명|勝利|C|
비밀|1595|명|秘密|B|
기운|1717||||3-1
외국|1345||||
알맞다|5664|형||B|
깨지다|3959|동|깨어지다|B|3-1
화|1346||||
희다|20954|형||B|
생활비|5708|명|生活費|C|3-1
우크라이나|1347||||
가리키다01||동||B|
고객|1541||||3-1
소개|1349||||
모시다|4602|동||B|
녹다|1837||||3-1
깊이|1350||||
발달|6007|명|發達|B|
낯설다|4134|형||B|3-1
분석하다|1351||||
평화02||명|平和|B|
휠체어|5340||||3-1
선|1352||||
공사02||명|工事|B|
구인|||||3-1
태도|1353||||
돌02||명|~멩이|B|
이력서|12709|명|履歷書|C|3-1
전략|1355||||
박사01||명|博士|B|
어지럽다|3320|형||C|3-1
성적|1358||||3-1
전문가|5781|명|專門家|B|3-1
캠퍼스|8088|명|campus|B|3-1
직전|1359||||
단지04||부|但只|B|
굉장하다|1858|형|宏壯-|C|3-1
계단|1360||||
무용03||명|舞踊|B|
취업|2965|명|就業|C|3-1
출시|1361||||
불리다04||동|'부르다'의 피동사|B|
화면|5596||||3-1
붙잡다|1362|동||C|
싸움|3381|명||B|
잔소리가|||||3-1
탁|1363||||
자꾸01||부||B|
웃기다|1386|동||B|3-1
전달하다|1364||||
차리다|2287|동||B|
동기|2257||||3-1
사회적|1365|명|社會的|B|
그리02||부|그러한 모양|B|
겁을|||||3-1
입술|1366|명||B|
뜨다01||동|솟아오르다|B|
가리다|3657||||3-1
거치다|1368||||
미소05||명|微笑|B|
솔직하다|1382|형|率直-|B|3-1
도전하다|1369||||3-1
의미하다02||동|意味-|B|
형광등|11096||||3-1
치르다|1370|동||C|
체육|5392|명|體育|B|
태우다|1943||||3-1
테스트|1371|명|test|B|
땀01||명||B|
서투르다|12917|형||B|3-1
상상|1372||||
이익02||명|利益|B|
가꾸다|6054|동||B|3-1
옅다|1373||||
쥐다01||동|주먹을 ~|B|
삼삼오오|||||3-1
결론|1374||||
게다가||부||B|
제기차기|17070||||3-1
가짜|1376|명|假-|B|
끓이다01||동||B|
숙박비|15795||||3-1
실험|1377|명|實驗|C|
논문|2660|명|論文|B|
체중|3998||||3-1
연속|1378||||
사용되다|1753|동|使用-|B|
포장|2816||||3-1
점|1379||||
늘다01||동||B|
추리닝|17615||||3-1
소문|1381||||
양20||명|量|B|
절약하다|9762|동|節約-|B|3-1
흔적|1383|명|痕跡|C|
공기06||명|空氣|B|
혼을|||||3-1
범행|1384||||
닿다01||동||B|
식후|18123||||3-1
주문하다|1385||||
속하다02||동|屬-|B|
부족|2121||||3-1
지르다|1387||||
올림픽|1596|명|Olympic|B|
이루다|5522||||3-1
입구|1389||||
이외01||명|以外|B|
앉히다|4593|동||C|3-1
바이러스|1390|명|virus|C|
제공하다02||동|提供-|B|
지원서|20834||||3-1
숙|1391||||
기대03||명|期待|B|
재활용품|16199|명|再活用品|C|3-1
신호|1392||||
식물02||명|植物|B|
뛰어놀다|12224|동||C|3-1
가정|1393||||
옛01||관||B|
일석이조|14739||||3-1
요소|1394||||
적어도|94318|부||B|3-1
판소리|11581||||3-1
진실|1395||||
어려움|12147|명||B|
학과|13250||||3-1
청소|1397||||
온01||관||B|
재우다|6017||||3-1
수학|1398||||
젖다01||동||B|
정신없이|5645|부|精神-|C|3-1
취향|1399||||
최대|20394|명|最大|B|3-1
덕수궁|12828|고|德壽宮|B|3-1
답하다|1400|동|答-|B|
농사01||명|農事|B|
환하다|3075||||3-1
고려하다|1401||||
더구나01||부||B|
초보자|8372|명|初步者|B|3-1
비판|1402||||
어둠|4555|명||B|
초청하다|7092|동|招請-|C|3-1
아뇨|1403||||
주택|1536|명|住宅|B|3-1
