word,source_book
어른,2-1.csv
쓰레기,2-1.csv
두통,2-1.csv
자,2-1.csv
닷새,2-1.csv
서명하다,2-1.csv
팩스,2-1.csv
국내,2-1.csv
영하,2-1.csv
렌터카,2-1.csv
함께,2-1.csv
마지막,2-1.csv
중학교,2-1.csv
이태원역,2-1.csv
급하다,2-1.csv
마음에,2-1.csv
수영복,2-1.csv
후,2-1.csv
심하다,2-1.csv
그래,2-1.csv
된장,2-1.csv
마음,2-1.csv
꽂다,2-1.csv
들어주다,2-1.csv
그래도,2-1.csv
볶다,2-1.csv
마스크,2-1.csv
해외여행,2-1.csv
낮,2-1.csv
출석하다,2-1.csv
성함,2-1.csv
마트,2-1.csv
파랗다,2-1.csv
설명하다,2-1.csv
서류,2-1.csv
짓다,2-1.csv
동해,2-1.csv
저울,2-1.csv
식탁,2-1.csv
이전,2-1.csv
주차,2-1.csv
홈페이지,2-1.csv
매다,2-1.csv
여행자,2-1.csv
노선도,2-1.csv
운동복,2-1.csv
콧물,2-1.csv
그만두다,2-1.csv
남기다,2-1.csv
졸다,2-1.csv
만화,2-1.csv
돼지고기,2-1.csv
갈아입다,2-1.csv
소파,2-1.csv
편도,2-1.csv
토픽(TOPIK),2-1.csv
즐겁다,2-1.csv
만화책,2-1.csv
그립다,2-1.csv
도와주다,2-1.csv
치약,2-1.csv
그렇게,2-1.csv
데려오다,2-1.csv
어,2-1.csv
뛰다,2-1.csv
관광,2-1.csv
세일하다,2-1.csv
한약,2-1.csv
여든,2-1.csv
붓다2,2-1.csv
직장,2-1.csv
연휴,2-1.csv
거실,2-1.csv
달리다,2-1.csv
그러면,2-1.csv
베란다,2-1.csv
스트레스,2-1.csv
공상,2-1.csv
부장,2-1.csv
부끄럽다,2-1.csv
예순,2-1.csv
당기다,2-1.csv
신청서,2-1.csv
여의도역,2-1.csv
국제,2-1.csv
기침,2-1.csv
주차장,2-1.csv
강하다,2-1.csv
시청,2-1.csv
메모,2-1.csv
부인,2-1.csv
수건,2-1.csv
교육학,2-1.csv
노약자석,2-1.csv
젓다,2-1.csv
편리하다,2-1.csv
자꾸,2-1.csv
모임,2-1.csv
반바지,2-1.csv
동창,2-1.csv
냉동식품,2-1.csv
자유,2-1.csv
멜로,2-1.csv
이렇다,2-1.csv
높다,2-1.csv
벽,2-1.csv
패션잡화,2-1.csv
남해,2-1.csv
